ASVid2_2;ASVid2_1;study1;study2;similarity;ASVid2_1_dataset;ASVid2_1_nreads;ASVid2_1_nsamples;ASVid2_1_sequence.length;ASVid2_1_bestgroup;ASVid2_1_sistergroup;ASVid2_2_dataset;ASVid2_2_nreads;ASVid2_2_nsamples;ASVid2_2_sequence.length;ASVid2_2_bestgroup;ASVid2_2_sistergroup
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe rarispina|KY823451
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Gorgoniapolynoe caeciliae|KU738170
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe imbricata|KX853876
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Gorgoniapolynoe corralophila|KU738173
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe rarispina|KY657611
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana ciliata|AY894297
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Malmgreniella mcintoshi|JN852834
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Bylgides sarsi|JN852823
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Gorgoniapolynoe caeciliae|KU738171
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Bylgides sarsi|MZ710012
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe cf. imbricata BCG-2017|KY823450
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Eunoe cf. oerstedi P_8 NJ-2021|MW444683
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Neopolynoe acanellae|MN653050
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Gorgoniapolynoe corralophila|KU738175
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Neopolynoe chondrocladiae|MN653051
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Polynoidae sp. P_4 NJ-2021|MW444680
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Bylgides elegans|JN852822
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cirrhosa|JN852826
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Lepidonotus squamatus|AY894300
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe sp. NSJC66_241_S001|KU738178
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Neopolynoe paradoxa|JN852836
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe oculinarum|AY894299
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe sp. NSJC66_823_S001|KU738180
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Antipathipolyeunoa sp. NSJC66_3760_2|KU738169
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Eunoe nodosa|JN852824
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Eunoe sp. NSJC66_496_S001|KU738183
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe sp. P_1 NJ-2021|MW444678
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe sp. P_5 NJ-2021|MW444681
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Polyeunoa laevis|KU738177
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Robertianella synophthalma|MN653053
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Lepidonotus sublevis|AY894301
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe sp. NSJC66_3755_S001|KU738181
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Polyeunoa laevis|KU738176
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Gorgoniapolynoe caeciliae|KU738172
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe sp. NSJC66_793_S001|KU738179
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Gorgoniapolynoe corralophila|KU738174
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe rarispina|KY823451
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Gorgoniapolynoe caeciliae|KU738170
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe imbricata|KX853876
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Gorgoniapolynoe corralophila|KU738173
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe rarispina|KY657611
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana ciliata|AY894297
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Malmgreniella mcintoshi|JN852834
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Bylgides sarsi|JN852823
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cf. cirrhosa BCG-2017|KY823448
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Gorgoniapolynoe caeciliae|KU738171
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Bylgides sarsi|MZ710012
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe cf. imbricata BCG-2017|KY823450
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Eunoe cf. oerstedi P_8 NJ-2021|MW444683
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Neopolynoe acanellae|MN653050
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Gorgoniapolynoe corralophila|KU738175
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Neopolynoe chondrocladiae|MN653051
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Polynoidae sp. P_4 NJ-2021|MW444680
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Bylgides elegans|JN852822
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cirrhosa|JN852826
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Lepidonotus squamatus|AY894300
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe sp. NSJC66_241_S001|KU738178
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Neopolynoe paradoxa|JN852836
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe oculinarum|AY894299
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe sp. NSJC66_823_S001|KU738180
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Antipathipolyeunoa sp. NSJC66_3760_2|KU738169
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Eunoe nodosa|JN852824
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Eunoe sp. NSJC66_496_S001|KU738183
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe sp. P_1 NJ-2021|MW444678
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe sp. P_5 NJ-2021|MW444681
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Polyeunoa laevis|KU738177
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Robertianella synophthalma|MN653053
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Lepidonotus sublevis|AY894301
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Brychionoe sp. NSJC66_113_S001|KU738182;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe sp. NSJC66_3755_S001|KU738181
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cirrhosa|JN852826;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Polyeunoa laevis|KU738176
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cirrhosa|JN852826;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Gorgoniapolynoe caeciliae|KU738172
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cirrhosa|JN852826;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe sp. NSJC66_793_S001|KU738179
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cirrhosa|JN852826;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Gorgoniapolynoe corralophila|KU738174
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cirrhosa|JN852826;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe rarispina|KY823451
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cirrhosa|JN852826;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Gorgoniapolynoe caeciliae|KU738170
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cirrhosa|JN852826;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe imbricata|KX853876
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cirrhosa|JN852826;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Gorgoniapolynoe corralophila|KU738173
Ref5_ASV_0025;Ref1_ASV_0255;Ref1;Ref5;1;Data18S_Antarctica_v2;22386;85;383;Annelida;Annelida|Polychaeta|Polynoidae|Gattyana cirrhosa|JN852826;Data18S_Fonseca2017;332;2;400;Annelida;Annelida|Polychaeta|Polynoidae|Harmothoe rarispina|KY657611
